subject_key,subject_name,concept,semantic_type,strategy_type,source_gate_file,generic_anchor_ratio,must_generic_count,alias_generic_count,anchor_count,negative_count,nearby_overlap_score,nearby_subject_keys,stock_pool_size,recent_heat_score,false_positive_risk,priority_score,must_generic_terms,alias_generic_terms,generic_terms,no_anchor_candidates
9016841,证券,证券,金融行业数字化升级,industry_chain,subject_gates/9016841_gate.json,0.1429,1,0,6,1,0.0,[],56,0.0,0.1197,26.74,"[""证券公司""]",[],"[""证券公司""]","[""证券公司"", ""合作模式"", ""客户适当性""]"
9016274,一次性电子烟,一次性电子烟,产业链/供应链,industry_chain,subject_gates/9016274_gate.json,0.2,1,0,4,8,0.3333,"[""9044613"", ""9048311"", ""9058626"", ""9037499""]",29,0.0,0.1925,26.24,"[""产品""]",[],"[""产品""]","[""产品"", ""电子烟生产公司""]"
9031192,电子元器件分销,电子元器件分销,产业链/供应链,industry_chain,subject_gates/9031192_gate.json,0.25,1,0,3,0,0.0,[],12,0.0,0.2425,26.16,"[""电子产品制造商""]",[],"[""电子产品制造商""]","[""电子产品制造商"", ""整合性供应链服务"", ""物流""]"
9048607,中美芬太尼合作,中美芬太尼合作,政策法规与药物技术,policy_driven,subject_gates/9048607_gate.json,0.1667,0,1,5,0,0.1429,"[""9042899"", ""9011782""]",24,0.0,0.2056,26.12,[],"[""中美芬太尼合作""]","[""中美芬太尼合作""]","[""中美芬太尼合作"", ""生产""]"
9050371,工业智能体,工业智能体,技术突破与产业链融合,industry_chain,subject_gates/9050371_gate.json,0.0714,1,0,13,5,0.4375,"[""9062579"", ""9043089"", ""9034859"", ""9014715"", ""9058017"", ""9024589"", ""9041906""]",38,0.0,0.1567,25.74,"[""新兴人工智能和边缘计算公司""]",[],"[""新兴人工智能和边缘计算公司""]","[""新兴人工智能和边缘计算公司"", ""新兴公司"", ""电子信息制造业数字化转型""]"
9056494,逆变器,逆变器,产业链/供应链,industry_chain,subject_gates/9056494_gate.json,0.1429,1,0,6,0,0.1111,"[""9065262"", ""9014072"", ""9011609""]",17,0.0,0.2163,25.52,"[""逆变器制造商""]",[],"[""逆变器制造商""]","[""逆变器制造商""]"
9013021,供销社,供销社,政策驱动型组织改革,policy_driven,subject_gates/9013021_gate.json,0.1667,1,0,5,0,0.1667,"[""9033525""]",10,0.0,0.2342,25.33,"[""中华全国供销合作总社""]",[],"[""中华全国供销合作总社""]","[""中华全国供销合作总社""]"
9050811,广东赛马,广东赛马,区域产业规划与平台建设,policy_driven,subject_gates/9050811_gate.json,0.25,1,0,3,0,0.0,[],7,0.0,0.2425,25.29,"[""穗港马产业深度合作区""]",[],"[""穗港马产业深度合作区""]","[""穗港马产业深度合作区""]"
9035034,智慧家庭,智慧家庭,技术应用与消费升级,industry_chain,subject_gates/9035034_gate.json,0.1429,1,0,6,7,0.0909,"[""9035878""]",42,0.0,0.1333,25.08,"[""上游技术研发""]",[],"[""上游技术研发""]","[""上游技术研发""]"
9017397,一体化压铸,一体化压铸,产业链/供应链,industry_chain,subject_gates/9017397_gate.json,0.25,1,0,3,2,0.1429,"[""9014720""]",25,0.0,0.1839,25.04,"[""设备""]",[],"[""设备""]","[""设备"", ""汽车制造工艺"", ""生产效率提升""]"
9060824,9060824,,国有高科技企业集团,industry_chain,subject_gates/9060824_gate.json,0.3333,2,0,4,4,0.0,[],0,0.0,0.2583,24.98,"[""中国航天科技集团有限公司"", ""中国航天科工集团有限公司""]",[],"[""中国航天科技集团有限公司"", ""中国航天科工集团有限公司""]","[""中国航天科技集团有限公司"", ""中国航天科工集团有限公司"", ""装备制造""]"
9046036,中央汇金重仓股,中央汇金重仓股,国家金融资本管理,policy_driven,subject_gates/9046036_gate.json,0.2,1,0,4,6,0.1667,"[""9041230""]",30,0.0,0.1675,24.96,"[""中金公司""]",[],"[""中金公司""]","[""中金公司""]"
9025348,汽车国企,汽车国企,政策驱动产业升级,policy_driven,subject_gates/9025348_gate.json,0.1667,0,1,5,0,0.1429,"[""9022312""]",17,0.0,0.2056,24.9,[],"[""汽车国企""]","[""汽车国企""]","[""汽车国企"", ""股权合作"", ""产业链合作""]"
9042073,航空运输,航空运输,产业链/供应链,industry_chain,subject_gates/9042073_gate.json,0.25,1,0,3,4,0.25,"[""9061633"", ""129""]",15,0.0,0.2,24.23,"[""航空公司""]",[],"[""航空公司""]","[""航空公司""]"
9034532,高校系,高校系,产学研合作与成果转化,industry_chain,subject_gates/9034532_gate.json,0.1429,1,0,6,0,0.0,[],13,0.0,0.1997,23.86,"[""高校系上市公司""]",[],"[""高校系上市公司""]","[""高校系上市公司"", ""促进产学研合作""]"
9012508,汽车整车,汽车整车,产业链/供应链,industry_chain,subject_gates/9012508_gate.json,0.1429,1,0,6,8,0.1111,"[""9043683"", ""9020124""]",34,0.0,0.1363,23.86,"[""零部件制造""]",[],"[""零部件制造""]","[""零部件制造"", ""汽车物流""]"
9016356,化肥,化肥,产业链/供应链,industry_chain,subject_gates/9016356_gate.json,0.1429,1,0,6,8,0.1,"[""9058626"", ""9023265"", ""9010317""]",33,0.0,0.1347,23.59,"[""基础肥生产""]",[],"[""基础肥生产""]","[""基础肥生产"", ""生产三聚氰胺""]"
9051906,视涯科技IPO,视涯科技IPO,技术突破与产业链布局,industry_chain,subject_gates/9051906_gate.json,0.2,1,0,4,8,0.0,[],30,0.0,0.1425,23.52,"[""12英寸晶圆硅基OLED生产线""]",[],"[""12英寸晶圆硅基OLED生产线""]","[""12英寸晶圆硅基OLED生产线""]"
9044821,季戊四醇产业链,季戊四醇产业链,产业链/供应链,industry_chain,subject_gates/9044821_gate.json,0.1429,0,1,6,0,0.0,[],19,0.0,0.1747,23.46,[],"[""季戊四醇产业链""]","[""季戊四醇产业链""]","[""季戊四醇产业链""]"
9064286,燃气轮机,燃气轮机,产业链/技术路线,industry_chain,subject_gates/9064286_gate.json,0.1667,1,0,5,8,0.1,"[""9045298"", ""9039041""]",25,0.0,0.1442,22.74,"[""中游整机制造""]",[],"[""中游整机制造""]","[""中游整机制造"", ""上游原材料""]"
9064166,SpaceX,SpaceX,产业链/供应链,industry_chain,subject_gates/9064166_gate.json,0.1667,1,0,5,8,0.0909,"[""9062206"", ""9019807""]",25,0.0,0.1428,22.66,"[""卫星制造""]",[],"[""卫星制造""]","[""卫星制造"", ""批量化卫星制造""]"
9012538,VR,VR,技术突破,industry_chain,subject_gates/9012538_gate.json,0.2,1,1,4,8,0.0,[],12,0.0,0.18,22.54,"[""VR""]","[""VR""]","[""VR""]","[""VR"", ""研发制造能力""]"
9017038,医美,医美,产业链/供应链,industry_chain,subject_gates/9017038_gate.json,0.1429,1,0,6,4,0.0,[],30,0.0,0.1197,22.19,"[""上游药械商""]",[],"[""上游药械商""]","[""上游药械商"", ""下游消费者""]"
9015002,出版商,出版商,产业链/供应链,industry_chain,subject_gates/9015002_gate.json,0.1429,1,0,6,4,0.0,[],27,0.0,0.1197,21.67,"[""综合出版集团公司""]",[],"[""综合出版集团公司""]","[""综合出版集团公司""]"
9025934,AI语料,AI语料,数据资源与产业链,industry_chain,subject_gates/9025934_gate.json,0.1429,1,0,6,8,0.0,[],27,0.0,0.1197,21.67,"[""语料订单""]",[],"[""语料订单""]","[""语料订单"", ""产业链"", ""人工智能+制造政策"", ""AI下游应用场景""]"
9034134,中科院,中科院,技术突破与产业链升级,industry_chain,subject_gates/9034134_gate.json,0.1429,1,0,6,1,0.1111,"[""9057858"", ""9057299"", ""9014001"", ""9016139"", ""9063011""]",17,0.0333,0.1363,21.48,"[""AI PC产业链""]",[],"[""AI PC产业链""]","[""AI PC产业链""]"
9045298,电梯,电梯,产业链/供应链,industry_chain,subject_gates/9045298_gate.json,0.1429,1,0,6,8,0.1818,"[""9039041"", ""9064286"", ""9026661"", ""9014270""]",12,0.0,0.1469,20.62,"[""整机制造与装配""]",[],"[""整机制造与装配""]","[""整机制造与装配""]"
9059391,重庆,重庆,区域发展战略与产业升级,policy_driven,subject_gates/9059391_gate.json,0.1667,1,0,5,1,0.125,"[""9027140"", ""9027624"", ""9024042"", ""9011782""]",9,0.0,0.1479,20.15,"[""长江上游经济中心""]",[],"[""长江上游经济中心""]","[""长江上游经济中心"", ""西部陆海新通道物流和运营组织中心"", ""国际物流枢纽""]"
9048711,沪深300基金低配,沪深300基金低配,行业监管与运营优化,policy_driven,subject_gates/9048711_gate.json,0.1667,1,0,5,6,0.0,[],15,0.0,0.1292,20.12,"[""基金公司""]",[],"[""基金公司""]","[""基金公司"", ""改革基金公司绩效考核机制""]"
9061576,ISO3级洁净室,ISO3级洁净室,技术标准与应用场景,industry_chain,subject_gates/9061576_gate.json,0.1667,1,0,5,8,0.0,[],14,0.0,0.1292,19.94,"[""半导体制造""]",[],"[""半导体制造""]","[""半导体制造"", ""高端医疗器械制造""]"
9064513,氦气,氦气,产业链/供应链,industry_chain,subject_gates/9064513_gate.json,0.1429,1,0,6,3,0.0,[],17,0.0,0.1197,19.92,"[""半导体制造""]",[],"[""半导体制造""]","[""半导体制造"", ""应用""]"
9031423,糖,糖,产业链/供应链,industry_chain,subject_gates/9031423_gate.json,0.1429,1,0,6,8,0.0,[],15,0.0,0.1197,19.57,"[""糖的生产""]",[],"[""糖的生产""]","[""糖的生产""]"
9059128,燧原科技IPO,燧原科技IPO,公司技术与产业布局,industry_chain,subject_gates/9059128_gate.json,0.1429,1,0,6,8,0.1,"[""9059201""]",10,0.0,0.1347,19.56,"[""国产AI芯片设计公司""]",[],"[""国产AI芯片设计公司""]","[""国产AI芯片设计公司""]"
9059490,太空算力,太空算力,产业链/供应链,industry_chain,subject_gates/9059490_gate.json,0.1429,1,0,6,4,0.0,[],13,0.0,0.1197,19.22,"[""卫星制造与集成""]",[],"[""卫星制造与集成""]","[""卫星制造与集成"", ""上游核心部件""]"
